day,report_confidence,agent_count,execution_order,cow_count,milk_l,dmi_kg,cow_ration_coverage_fraction,manure_kg,enteric_ch4_kg,milk_protein_nitrogen_kg,nitrogen_use_efficiency,milk_revenue,feed_cost,purchased_feed_kg_dm,irrigation_l,ration_crude_protein_kg,ration_metabolizable_protein_kg,ration_nitrogen_kg,feed_loop_offset_kg,water_loop_offset_l,new_disease_cases,active_disease_cases,disease_economic_cost,days_to_herd_immunity,milk_price_per_l,digester_kg,compost_kg,storage_kg,feedstock_tons,electricity_generated_kwh,net_kwh,energy_value,biogas_volume_m3,biogas_gross_kwh,heat_generated_mj,energy_self_sufficiency_pct,carbon_credits_earned,net_water_l,water_cost,freshwater_withdrawal_l,recycled_irrigation_l,recycled_irrigation_fraction,gross_kg_co2e,avoided_kg_co2e,net_kg_co2e,energy_offset_kg_co2e,fertilizer_offset_kg_co2e,kg_co2e_per_l_milk,kg_co2e_per_kg_milk_protein,circularity_score,input_circularity,output_circularity,environment_nue,material_use_count,material_cycle_count,soil_carbon_delta_kg,synthetic_fertilizer_saved_kg,sustainability_score_0_100,total_revenue,total_cost,profit,manager_recommendation,policy_conflict_count,automatic_policy_action_count,processor_enabled,milk_processed_l,processor_revenue,processing_energy_kwh,whey_l,scotta_l,processor_residual_energy_kg,cooling_cost,processing_energy_cost,cash_balance,roi_circular_investment,payback_period_years,land_owner
2026-01-11,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2859.367281618018,2307.692096029114,1.0,6293.70571644304,42.32816202275324,15.097459246943135,0.2625525972019876,1200.9342582795675,0.0,0.0,95559.0,359.39130406240855,230.01043459994148,57.50260864998537,637.667362328295,441.0,0,1,0.0,,0.42,2832.167572399368,2202.797000755064,1258.741143288608,2.8864955507501104,217.76415193791016,217.76415193791016,12.0,54.37761739006787,123.6090247464067,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1609.305577268223,1191.8531886788928,417.4523885893302,38.0,160.0,0.14599467206364208,4.424080971625517,0.7138006260759964,0.6997327839087882,0.5838971583220568,0.2625525972019876,4,4,270.80468356373103,32.0,72.45207430473064,1553.692205648191,737.1101666414746,816.5820390067164,maintain_current_policy,1,0,True,2859.367281618018,1524.0427611024038,228.74938252944142,1056.5362105578577,0.0,0.0,3.431240737941621,27.449925903532968,8891.186603588432,,,land
2026-01-12,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2855.2563862700445,2201.746276258518,1.0,6004.76257161414,40.38865352076926,15.075753719505835,0.25518856292896325,1199.2076822334186,0.0,0.0,95559.0,369.23073536465824,236.3076706333813,59.07691765834532,642.8941842986495,441.0,0,1,0.0,,0.42,2702.143157226363,2101.666900064949,1200.9525143228282,2.756393028565494,207.94890541824944,207.94890541824944,12.0,51.881148618746174,117.93415179418906,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1553.6164669358056,1147.9654851667929,405.6509817690128,38.0,160.0,0.14207164852853502,4.305201470561667,0.7141784602380028,0.6813312748280625,0.5838971583220568,0.25518856292896325,4,4,258.8461812443577,32.0,72.40666327252374,1551.4757239261855,737.0657689717165,814.4099549544691,maintain_current_policy,1,0,True,2855.2563862700445,1521.8516538819338,228.42051090160356,1055.0172347267815,0.0,0.0,3.4263076635240535,27.410461308192428,9705.596558542902,,,land
2026-01-13,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2855.6197414238495,2281.6732090037813,1.0,6222.745115464859,41.85808594477207,15.077672234717927,0.26750201783900507,1199.3602913980167,0.0,0.0,95559.0,352.27940420136287,225.45881868887224,56.36470467221806,632.1735838972075,441.0,0,0,0.0,,0.42,2800.2353019591865,2177.9607904127006,1244.5490230929718,2.8544920770462396,215.34973307335324,215.34973307335324,12.0,53.76451779761638,122.21535127682967,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1594.6751052880602,1180.4455095392952,414.22959574876495,38.0,160.0,0.14505768738740565,4.3956874965880495,0.7135275291213323,0.7136645075010901,0.5838971583220567,0.26750201783900507,4,4,267.6963241251486,32.0,72.42133225523672,1551.6716350328506,737.0696932073776,814.6019418254731,maintain_current_policy,0,0,True,2855.6197414238495,1522.0453221789119,228.44957931390798,1055.1514944561125,0.0,0.0,3.4267436897086196,27.413949517668957,10520.198500368375,,,land
2026-01-14,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2851.19010669345,2251.8269198214175,1.0,6141.346144967503,41.313120269690835,15.054283763341418,0.2577310182654424,1197.499844811249,0.0,0.0,95559.0,365.067713440605,233.64333660198722,58.410834150496804,639.8566768237151,441.0,0,0,0.0,,0.42,2763.6057652353766,2149.471150738626,1228.2692289935007,2.817778377262552,212.57996344879237,212.57996344879237,12.0,53.06123069251923,120.61666716100702,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1580.2066547544011,1168.7434679351773,411.4631868192239,38.0,160.0,0.1443127856866764,4.373114717778073,0.7140186001961193,0.6889974284801341,0.5838971583220567,0.2577310182654424,4,4,264.507756930566,32.0,72.42568874897856,1549.2832978011743,737.0218531522893,812.261444648885,maintain_current_policy,0,0,True,2851.19010669345,1519.684326867609,228.09520853547602,1053.51474442323,0.0,0.0,3.42142812803214,27.37142502425712,11332.459945017259,,,land
2026-01-15,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2847.5355142137846,2277.5019403522247,1.0,6211.36892823334,41.78612082111512,15.034987515048783,0.26081231849434044,1195.9649159697894,0.0,0.0,95559.0,360.2923071714268,230.58707658971315,57.64676914742829,636.3530128431546,441.0,0,0,0.0,,0.42,2795.116017705003,2173.9791248816687,1242.273785646668,2.8492191924750645,214.9519340063808,214.9519340063808,12.0,53.66622753993605,121.99192179468105,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1593.5014403238233,1179.2213164096313,414.280123914192,38.0,160.0,0.14548725445082863,4.40870468032814,0.7138352245953827,0.6980065053452469,0.5838971583220568,0.26081231849434044,4,4,267.3627565148859,32.0,72.4308728241424,1547.3128420374317,736.9823835535088,810.3304584839228,maintain_current_policy,0,0,True,2847.5355142137846,1517.7364290759472,227.80284113710277,1052.1643725019935,0.0,0.0,3.4170426170565413,27.33634093645233,12142.790403501182,,,land
2026-01-16,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2843.0409834121538,2266.0176691958,1.0,6180.048188715819,41.57671144776808,15.011256392416174,0.2574650727797278,1194.0772130331045,0.0,0.0,95559.0,364.40031045635595,233.21619869206782,58.304049673016955,638.2636614889643,441.0,0,0,0.0,,0.42,2781.0216849221188,2163.0168660505365,1236.009637743164,2.8350394636069494,213.88218122922095,213.88218122922095,12.0,53.39561635050468,121.37677926331321,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1587.8461093237531,1174.664912317403,413.1811970063502,38.0,160.0,0.1453307213709102,4.403961253663945,0.7139929719215241,0.6902425173429637,0.5838971583220568,0.2574650727797278,4,4,266.12122951427875,32.0,72.43098280769985,1544.8895146287896,736.9338426208512,807.9556720079383,maintain_current_policy,0,0,True,2843.0409834121538,1515.340844158678,227.4432786729723,1050.5036433707908,0.0,0.0,3.4116491800945843,27.293193440756674,12950.74607550912,,,land
2026-01-17,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2838.523219456817,2232.7240024658995,1.0,6089.247279452452,40.96648077938951,14.987402598731995,0.2583587153672728,1192.1797521718631,0.0,0.0,95559.0,362.562827071328,232.04020932564993,58.01005233141248,636.50314395337,441.0,0,0,0.0,,0.42,2740.1612757536036,2131.236547808358,1217.8494558904904,2.7940932169232835,210.79309810841312,210.79309810841312,12.0,52.61109649446919,119.59344010736758,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1569.7442992172787,1160.5474760111326,409.19682320614606,38.0,160.0,0.14415834980714035,4.3684348426406165,0.7139224125595389,0.693693842391622,0.5838971583220568,0.2583587153672728,4,4,262.27451662428683,32.0,72.40824975701312,1542.4536605425808,736.8850507701336,805.5686097724472,maintain_current_policy,0,0,True,2838.523219456817,1512.9328759704836,227.08185755654537,1048.8343295892937,0.0,0.0,3.4062278633481804,27.249822906785443,13756.314685281566,,,land
2026-01-18,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2833.8725218785366,2346.113092938999,1.0,6398.49025347,43.04696721225291,14.962846915518673,0.2617816653522428,1190.2264591889852,0.0,0.0,95559.0,357.2358403945439,228.6309378525081,57.15773446312703,632.6573866165534,441.0,0,0,0.0,,0.42,2879.3206140615002,2239.4715887145,1279.6980506940001,2.9331641919771925,221.28494623682016,221.28494623682016,12.0,55.282955789980804,125.66700378355274,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1630.0878781182266,1207.8622872863293,422.2255908318973,38.0,160.0,0.14899244322818359,4.514922522066169,0.7137178562711504,0.7038974020539134,0.5838971583220568,0.2617816653522428,4,4,275.16683577284175,32.0,72.46226576573189,1539.9461323025553,736.8348232362882,803.111309066267,maintain_current_policy,0,0,True,2833.8725218785366,1510.45405416126,226.70980175028294,1047.1158968341192,0.0,0.0,3.400647026254244,27.20517621003395,14559.425994347834,,,land
2026-01-19,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2829.232967738551,2189.9311454829835,1.0,5972.539487680863,40.180681979650885,14.93835006965955,0.24872172673700194,1188.2778464501914,0.0,0.0,95559.0,375.37809487023986,240.24198071695352,60.06049517923838,642.7935176050977,441.0,0,0,0.0,,0.42,2687.6427694563886,2090.388820688302,1194.5078975361728,2.741398195843421,206.8176592500977,206.8176592500977,12.0,51.60274117356266,117.3012871260957,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1548.227970462534,1143.4047135782562,404.8232568842777,38.0,160.0,0.14308586867905018,4.335935414516672,0.7144145188430171,0.6703178942848208,0.5838971583220568,0.24872172673700194,4,4,257.6034641902606,32.0,72.40586213171022,1537.444612298014,736.7847160515764,800.6598962464375,maintain_current_policy,0,0,True,2829.232967738551,1507.9811718046476,226.33863741908408,1045.4015815793946,0.0,0.0,3.395079561286261,27.160636490290088,15360.085890594271,,,land
2026-01-20,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2824.543946603343,2223.7055210112258,1.0,6064.651420939713,40.799099190749935,14.913592038065651,0.26601849569040076,1186.308457573404,0.0,0.0,95559.0,350.38898327727736,224.24894929745753,56.06223732436438,627.199514700588,441.0,0,0,0.0,,0.42,2729.093139422871,2122.6279973288993,1212.9302841879426,2.7827594744083344,209.93805337210335,209.93805337210335,12.0,52.39858827691912,119.11037492756148,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1563.4072130577447,1155.952066258944,407.4551467988008,38.0,160.0,0.14425519818474986,4.371369641962117,0.7134549369578473,0.7174615384285952,0.5838971583220568,0.26601849569040076,4,4,261.02236137845887,32.0,72.38249726820948,1534.9164210499912,736.7340746233161,798.182346426675,maintain_current_policy,0,0,True,2824.543946603343,1505.481923539582,225.96351572826745,1043.6689882699354,0.0,0.0,3.389452735924012,27.115621887392095,16158.268237020946,,,land
